90,74
97,79
94,78
100
89,81
90,56
87,04
100
83,69
97,22
87,04
88,83
98,32
81,65
96,3
92,59
80,89
83,96
88,72
94,44
89,9
91,75
92,59
95,37
88,41
77,88
91,67
87,04
91,23
93,9
93,69
91,12
92,59
91,56
81,92
89,81
94,44
90,79
94,53
91,83
91,12
90,38
94,53
94,53
89,98
85,34
92,71
85,65
89,17
85,07
91,78
92,76
93,7
92,79
89,17
85,75
92,59
94,3
90,95
81,65
97,03
89,06
92,9
100
94,61
97,22
97,22
95,01
97,22
94,61
95,91
84,64
95,54
95,12
88,89
91,67
89,9
92,28
94,44
89,63
97,3
97,22
92,76
84,43
94,3
94,44
84,07
86,63
88,89
83,08
88,08
82,72
88,41
94,8
100
85,56
89,46
97,22
94,75
100
92,35
94,3
95,37
90,74
98,15
97,22
97,22
95,37
100
93,14
97,22
97,22
92,59
88,43
80,48
90,85
98,15
91,67
100
95,37
87,85
91,52
94,44
89,74
91,67
95,06
100
92,59
85,75
97,22
93,52
90,55
85,11
94,44
86,26
88,11
88,43
86,29
92
94,44
92,28
95,37
92,28
85,87
88,5
95,6
95,06
94,44
100
97,59
90,15
92,76
82,92
86,28
95,37
95,37
95,15
88,27
93,52
90,24
92,37
97,22
93,52
91,67
91,47
97,01
93,19
73,32
91,13
95,99
92,4
91,41
91,67
87,58
93,52
91,52
94,44
88,13
95,13
93,37
97,22
94,44
92,43
89,06
96,79
83,98
96,3
91,11
97,79
96,41
100
95,13
86,41
98,15
95,68
84,83
97,22
89,81
86,78
83,33
90,82
95,53
97,03
88,98
98,15
90,49
95,54
95,62
91,93
89,84
88,4
86,98
91,67
89,87
95,06
88,32
90,99
86,11
91,59
95,84
82,67
90,43
94,53
88,02
92,16
82,96
95,46
90,47
88,45
93,61
92,76
85,92
93,15
92,84
92,75
85,23
88,7
86,74
81,95
100
88,85
97,22
73,53
91,83
89,98
93,01
90,81
97,22
100
98,32
86,73
82,39
94,3
87,68
86,74
93,61
95,37
92,3
87,72
97,39
83,42
86,11
89,78
97,13
96,08
92,68
92,64
87,04
91,4
91,67
94,44
95,06
88,94
100
94,44
88,89
92,99
96,08
97,84
86,24
94,44
90,52
90,78
92,76
78,56
91,32
89,04
92,84
87
86,9
88,89
81,34
89,57
91,97
80,25
94,44
87,76
94,6
87,81
91,67
92,03
97,22
97,22
87,83
89,2
92,76
92,8
81,83
90,8
78,83
98,15
89,49
91,42
89,98
92,31
94,44
93,32
96,3
88,65
85,03
93,21
89,9
97,79
97,01
97,08
83,64
87,21
93,85
100
90,63
100
87,07
87,08
94,07
100
92,08
94,75
80,77
89,98
86,11
83,26
98,15
94,44
93,5
95,99
92,76
83,16
95,01
90,92
86,68
95,67
83,66
87,47
91,33
93,52
92,67
94,53
92,32
88,43
93,98
95,46
100
97,39
91,15
90,45
90,72
86,87
98,24
91,57
91,46
96,46
88,04
88,5
88,33
96,98
92,69
94,82
98,32
94,44
87,9
95,01
97,39
98,15
92,59
93,9
88,42
89,46
92,59
89,46
85,67
96,84
94,44
98,32
90,74
92,07
92,29
93,72
86,32
97,72
86,99
97,39
85,19
93,21
90,45
100
93,39
89
95,14
87,75
100
87,38
91,24
89,22
89,46
94,87
96,78
100
92,97
94,76
86,11
86,41
87,09
92,36
94,29
84,82
87,41
89,46
90,02
94,61
93,26
94,44
95,45
96,3
93,9
93,52
100
97,22
93,86
100
100
89,41
90,81
87,37
97,22
89,36
98,15
93,98
95,54
88,89
96
95,01
87,35
90,49
94,44
95,08
85,62
88,13
89
92,76
94,44
90,9
92,88
96,3
92,66
86,45
93,71
86,11
91,49
98,15
90,74
93,21
92,44
94,44
88,89
87,2
97,22
89,06
84,57
95,01
88,5
73,09
97,22
81,96
91,67
76,69
97,84
91,95
92,59
87,12
82,97
78,39
86,68
100
94,1
89,2
84,46
87,91
95,37
93,52
98,22
87,61
85,23
89,2
91,67
92,9
84,8
97,81
87,96
98,15
89,97
87,2
88,16
87,12
98,24
94,81
95,06
90,83
91,26
91,9
92,69
98,32
89,36
92,01
92,85
94,3
100
95,37
91,59
94,99
89,91
94,44
95,44
87,96
94,61
89,17
93,21
97,22
91,67
88,24
94,44
92,28
93,61
89,57
90,13
92,28
95,37
86,9
92,08
91,31
86,7
89,42
92,28
100
89,68
91,2
93,52
90,03
91,11
96,15
95,46
94,09
97,6
100
94,44
97,22
90,43
91,03
86,11
98,15
97,84
94,44
92,76
83,99
86,31
95,54
83,5
91,59
92,33
88,02
89,85
96,07
92,42
80,84
91,44
92,96
86,54
91,85
88,2
95,37
91,23
96,55
84,37
93,29
89,6
87,94
94,53
87,87
91,5
87,04
83,53
97,22
91,95
91,67
86,61
88,61
88,86
93,84
94,53
96
94,93
95,99
83,33
97,79
91,07
90,3
92,24
89,52
95,08
89,27
85,2
95,37
92,28
86,19
94,02
95,37
88,29
95,99
88,94
91,67
89,9
96,3
87,55
92,3
89,54
88,89
88,49
84,93
90,2
77,95
92,33
93,01
84,06
89,81
88,99
85,8
78,36
90,06
95,51
85,12
87,04
88,23
95,3
94,9
91,75
91,83
97,08
85,78
90,43
86,73
83,3
93,83
82,62
84,06
91,67
95,68
94,44
83,36
91,67
93,83
88,29
83,67
94,44
83,76
91,36
89
91,89
81,43
95,37
89,34
97,91
84,28
90,36
83,83
86,78
93,21
93,26
89,69
89,2
88,08
91,67
93,52
98,24
100
79,04
82,2
85,79
90,85
87,65
91,61
85,41
95,05
93,52
90,67
91,06
84,1
88,89
100
97,22
77,49
86,29
94,44
95,52
88,64
87,04
91,67
90,85
87,17
91,67
92,04
87,04
91,84
96,13
85,15
83,81
87,6
97,22
94,44
88,34
84,67
82,42
97,22
77,47
83,71
98,15
81,73
92,37
86,28
90,23
75,39
85,65
100
84,26
97,22
93,32
96,61
89,4
90,59
82,83
87,14
91,67
92,59
88,55
92,22
90,74
88,89
85,17
93,77
84,93
85,49
79,45
97,22
97,84
90,23
85,22
86,17
98,15
100
90,43
82,62
92,46
85,65
90,15
90,74
97,39
95,01
89,2
84,55
94,1
94,44
84,05
95,15
93,61
95,72
87,82
89,72
100
91,67
82,34
90,47
84,6
88,39
94,19
90,51
93,93
94,44
92,59
91,67
88,97
95,5
95,99
94,92
94,44
100
87,04
93,21
95,03
91,75
92,59
91,67
97,84
93,21
96,46
89,51
89,78
95,37
85,88
95,06
88,44
94,84
100
93,69
95,37
94,03
92,12
84,43
92,59
93,1
95,37
86,02
86,17
97,08
92,59
95,07
97,22
85,43
84,09
90,18
95,35
86,45
88,58
89,25
92,75
93,3
90,42
90,72
95,08
98,15
84,41
100
100
94,44
90,11
92,76
89,03
90,69
89,98
91,09
90,19
93,78
91,67
88,82
83,69
96,17
90,54
89,48
92,91
88,97
91,36
95,99
84,09
80,67
88,35
100
98,32
98,15
77,74
94,57
81,21
83,81
82,47
90,35
96,35
90,11
88
86,54
94,55
88,22
88,61
92,87
88,42
87,32
92,4
92,25
90,56
96,55
98,24
90,54
83,4
87,89
92,32
92,45
92,97
85,62
91,3
97,22
92,76
93,31
90,72
91,33
92,67
93,63
83,72
81,12
92,28
91,67
95,01
90,62
86,11
87,04
79,63
92,06
93,9
91,17
87,76
91,06
100
97,77
95,54
91,36
95,54
91,36
92,76
90,49
95,06
97,22
86,11
90,96
90,74
98,15
95,54
93,38
90,49
93,98
97,03
92
95,52
95,05
84,4
97,85
91,67
82,41
94,14
83,45
88,69
95,43
87,88
85,43
91,67
95,54
90,82
92,59
91,83
91,52
87,96
92,76
93,74
92,09
91,53
100
87,29
93,17
81,76
95,97
89,81
87,74
88,89
94,44
83,27
92,1
92,59
100
95,06
92,32
98,15
98,15
90,72
81,26
92,76
95,01
87,19
92,28
86,8
91,67
89,08
95,52
92,17
95,63
94,55
98,15
85,65
92,39
90,54
85,28
95,37
83,68
84,49
