0
78.52 0
97.59 91.40 0
96.88 93.14 88.58 0
97.81 91.37 89.51 79.01 0
97.81 91.37 89.51 87.35 16.67 0
93.80 95.78 97.08 93.60 95.37 95.37 0
93.38 88.42 92.23 89.61 89.81 89.81 87.13 0
94.49 90.63 82.82 95.06 92.28 89.26 94.44 96.41 0
100.00 90.90 84.27 82.84 79.24 84.79 92.59 100.00 60.97 0
100.00 98.15 85.17 87.07 79.14 78.22 89.73 100.00 64.39 24.20 0
97.81 91.37 89.51 82.72 15.74 21.30 93.52 89.81 92.28 82.01 76.36 0
94.68 98.30 93.43 89.81 84.14 82.20 90.82 89.00 94.44 92.12 88.11 83.12 0
90.63 92.75 93.43 90.19 85.21 89.46 88.12 91.42 94.44 90.27 84.78 84.18 41.47 0
95.28 88.81 91.67 75.48 78.70 78.70 82.29 84.06 86.01 80.04 78.99 75.37 76.05 82.46 0
97.92 84.26 86.68 90.76 95.06 89.51 87.62 94.95 66.96 36.22 41.83 86.73 88.11 90.89 81.65 0
92.71 89.46 91.37 100.00 100.00 97.22 92.99 84.74 91.96 93.08 94.19 97.22 88.40 93.32 95.08 92.59 0
91.23 88.77 93.00 75.26 79.22 75.51 82.62 88.92 91.01 86.55 85.62 70.88 77.33 77.40 57.30 85.30 98.23 0
91.60 91.88 94.44 96.47 90.31 90.31 88.98 27.76 93.87 100.00 100.00 90.22 91.11 90.75 85.78 98.06 89.72 89.17 0
96.31 82.86 81.82 84.90 84.82 77.52 89.57 81.15 83.65 92.47 88.25 80.47 78.11 83.10 56.60 88.36 91.86 51.25 77.79 0
85.71 91.63 100.00 96.88 96.88 94.69 100.00 93.75 100.00 97.92 97.92 96.88 97.52 100.00 93.75 97.92 92.56 96.39 94.52 94.39 0
93.38 86.40 88.78 94.53 87.69 87.69 91.65 26.81 94.56 98.06 98.06 91.57 91.28 91.99 89.00 95.48 86.82 90.30 36.43 83.98 97.65 0
97.29 88.96 97.22 75.17 69.99 67.22 87.79 88.85 97.60 87.29 89.44 61.52 85.35 88.94 80.93 94.44 97.59 71.40 85.11 86.29 96.88 92.98 0
90.00 94.12 86.56 97.71 88.24 91.18 91.34 96.17 85.32 80.44 79.84 86.27 93.14 95.10 89.16 86.27 91.89 97.70 94.73 100.00 73.08 93.26 97.06 0
97.59 88.81 91.67 72.25 81.48 81.48 92.09 81.22 88.79 82.81 81.77 78.15 80.17 79.25 15.04 84.43 95.08 59.91 85.84 60.13 93.75 89.31 80.16 95.10 0
96.88 88.81 93.52 68.50 79.54 76.76 92.09 84.63 89.71 82.19 78.18 75.83 76.33 75.86 34.54 81.44 95.08 53.99 89.06 65.49 100.00 89.76 78.64 95.10 22.24 0
89.90 100.00 79.64 94.84 81.35 77.12 89.41 92.34 78.07 71.43 76.07 83.73 82.75 88.58 86.51 75.29 94.57 90.02 90.20 85.19 93.06 90.18 100.00 73.23 86.51 87.70 0
96.39 97.41 100.00 93.33 83.33 90.00 97.67 88.76 85.62 90.00 86.67 83.33 85.50 83.92 97.42 100.00 96.67 97.88 94.55 92.66 96.43 91.95 90.00 93.21 94.85 90.23 90.98 0
97.81 95.69 93.93 63.83 74.92 72.31 92.12 90.74 87.07 81.07 75.23 67.51 84.42 87.35 70.09 80.41 100.00 61.42 87.09 72.91 96.88 88.89 68.48 94.95 70.00 67.50 91.67 96.67 0
94.78 90.39 90.65 76.97 73.56 70.78 92.43 87.70 92.86 92.51 86.67 68.00 81.89 81.50 70.98 89.53 98.15 69.44 82.84 71.06 90.63 93.93 80.04 94.12 74.07 76.76 94.05 81.85 62.45 0
95.29 91.51 97.22 68.51 72.14 69.36 89.30 85.44 97.60 90.42 89.44 63.67 88.76 81.97 75.10 94.44 97.22 62.73 82.27 83.70 96.88 90.14 29.67 97.06 67.85 66.33 97.24 90.76 66.20 80.04 0
100.00 95.22 83.15 92.85 80.50 79.57 95.17 86.03 88.80 85.73 91.28 86.84 90.96 93.20 98.03 86.50 93.59 96.10 84.14 97.22 87.50 77.38 84.09 91.18 98.03 98.03 93.90 90.00 97.22 92.30 86.26 0
96.88 94.44 86.03 97.22 91.36 88.59 92.38 79.78 91.35 94.61 94.44 91.36 94.20 90.49 87.36 89.46 92.04 85.68 88.76 86.82 94.73 81.66 91.42 97.06 90.14 85.51 96.43 96.67 93.13 95.68 92.47 86.11 0
96.15 93.33 83.18 88.18 92.00 88.15 94.07 89.10 97.78 84.30 84.33 96.67 94.55 96.67 96.67 85.56 96.67 97.39 89.10 94.03 96.15 79.48 90.50 83.33 96.67 94.65 88.38 100.00 93.33 94.44 90.50 84.21 96.67 0
97.81 95.69 93.93 61.52 74.07 71.30 91.67 93.52 87.07 80.14 77.08 66.67 84.42 84.31 66.39 80.41 100.00 54.84 92.08 72.91 96.88 91.67 67.18 94.95 63.52 61.02 88.89 96.67 14.43 62.45 58.22 97.22 93.13 93.33 0
97.81 92.90 91.38 83.48 86.94 86.94 94.27 88.95 93.52 91.03 93.00 86.94 98.15 98.15 89.62 92.59 100.00 84.85 87.41 92.96 96.88 89.03 92.50 91.80 89.62 86.39 91.67 93.33 89.44 82.42 92.50 92.84 87.73 83.33 89.44 0
83.26 84.43 95.01 97.22 100.00 100.00 97.93 94.45 89.24 90.32 94.44 100.00 100.00 94.44 96.37 89.06 81.64 97.91 95.38 96.30 95.79 89.90 96.92 91.30 96.37 98.32 90.91 96.67 91.93 91.02 93.76 98.03 93.24 93.33 91.93 96.00 0
92.89 89.40 88.80 93.86 88.45 91.23 95.37 92.67 84.98 90.64 93.42 86.41 92.59 94.44 94.01 83.33 100.00 95.90 90.81 92.23 100.00 91.67 94.30 92.16 94.71 94.71 89.29 87.78 94.93 94.01 95.03 74.60 98.15 96.67 94.93 97.22 100.00 0
93.92 93.40 95.37 88.99 91.67 97.22 93.43 93.00 92.39 94.44 94.44 89.62 95.37 91.67 92.84 96.12 100.00 95.90 91.15 92.49 100.00 90.30 92.21 97.06 93.54 93.54 96.65 79.44 94.01 97.22 92.94 84.79 96.58 100.00 91.91 97.64 100.00 45.12 0
96.32 92.25 95.37 95.50 94.44 91.23 89.42 55.21 100.00 97.39 94.01 89.29 95.22 94.68 92.13 90.47 91.73 85.39 50.99 92.10 100.00 63.96 86.89 96.79 92.50 91.86 100.00 88.64 86.51 91.20 81.63 93.49 80.85 96.67 92.07 92.49 91.35 94.78 94.44 0
89.29 91.32 97.81 100.00 93.45 93.45 89.65 94.79 100.00 94.79 94.79 93.45 96.88 96.88 91.34 90.75 96.88 94.33 94.79 93.75 68.33 97.92 97.57 73.23 91.34 100.00 88.89 95.87 93.75 93.75 100.00 97.78 96.88 92.31 95.83 96.88 100.00 94.47 97.60 100.00 0
